epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.6526843309402466,1.0692781209945679,0.22667430341243744,5.166873455047607
1,0.817322850227356,0.555774450302124,0.6846022009849548,1.1788740158081055
2,0.8631352782249451,0.4134034216403961,0.8471665978431702,0.47629132866859436
3,0.8964924812316895,0.3018180727958679,0.8128219842910767,0.6001295447349548
4,0.9208303689956665,0.23681263625621796,0.8677733540534973,0.45645561814308167
5,0.9355762600898743,0.18940430879592896,0.7504293322563171,1.1410868167877197
6,0.9632068872451782,0.11243844032287598,0.8191184997558594,0.5519984364509583
7,0.9511811137199402,0.1374431997537613,0.8820835947990417,0.4307050406932831
8,0.9649248123168945,0.10363435745239258,0.880366325378418,0.43302997946739197
9,0.9623478651046753,0.11142946779727936,0.8986834287643433,0.3764614760875702
10,0.9710808992385864,0.08597881346940994,0.9204350113868713,0.2623598873615265
11,0.9749463200569153,0.07419206947088242,0.901545524597168,0.39853712916374207
12,0.9786685705184937,0.06777156889438629,0.9175729751586914,0.2974553108215332
13,0.9813886880874634,0.057080768048763275,0.8660560846328735,0.520729660987854
14,0.9785254001617432,0.062011465430259705,0.9387521743774414,0.2414156198501587
15,0.9675018191337585,0.09210320562124252,0.9290211796760559,0.2742116451263428
16,0.9742304682731628,0.08046334981918335,0.8981110453605652,0.3422096073627472
17,0.975662112236023,0.06954213231801987,0.9398969411849976,0.21934197843074799
18,0.9939871430397034,0.02122688665986061,0.9089868068695068,0.33741748332977295
19,0.987974226474762,0.035641346126794815,0.875787079334259,0.5450745224952698
20,0.9858267903327942,0.047152064740657806,0.9066972136497498,0.4269868731498718
21,0.9793844223022461,0.06195937097072601,0.7670291662216187,1.3221451044082642
22,0.9846814870834351,0.052427198737859726,0.9152833223342896,0.34035933017730713
23,0.9869720935821533,0.04029354825615883,0.8855180144309998,0.4485318064689636
24,0.9766643047332764,0.06320539116859436,0.8734974265098572,0.5405371189117432
25,0.9770937561988831,0.0628931000828743,0.8981110453605652,0.42058899998664856
26,0.9934144616127014,0.017322437837719917,0.9444762468338013,0.2135707139968872
27,0.9978525638580322,0.007590701803565025,0.9456210732460022,0.20820149779319763
28,0.9981388449668884,0.005770271178334951,0.9484831094741821,0.20291171967983246
29,0.9981388449668884,0.0048286146484315395,0.9484831094741821,0.20194244384765625
30,0.9988546967506409,0.004345038905739784,0.949055552482605,0.20080667734146118
31,0.9988546967506409,0.004223620984703302,0.9496279358863831,0.196623295545578
32,0.9989978671073914,0.003243499668315053,0.9502003192901611,0.1965268850326538
33,0.9988546967506409,0.003380710957571864,0.950772762298584,0.19427843391895294
34,0.9984251856803894,0.003494871314615011,0.950772762298584,0.189795583486557
35,0.9987115263938904,0.002872169017791748,0.9513451457023621,0.18567681312561035
36,0.9988546967506409,0.0029389362316578627,0.950772762298584,0.1879972368478775
37,0.9987115263938904,0.0033620719332247972,0.9484831094741821,0.1931527704000473
38,0.9982820153236389,0.003924215212464333,0.9473382830619812,0.2049780786037445
39,0.9987115263938904,0.0033895354717969894,0.9502003192901611,0.18714983761310577
40,0.9991410374641418,0.0025274280924350023,0.9502003192901611,0.19096501171588898
41,0.9992842078208923,0.0022373544052243233,0.9542072415351868,0.18329261243343353
42,0.9988546967506409,0.003114969003945589,0.9547796249389648,0.1871497929096222
43,0.9982820153236389,0.003039928385987878,0.9576416611671448,0.1827678233385086
44,0.9989978671073914,0.0023029472213238478,0.9553520083427429,0.1897900402545929
45,0.9987115263938904,0.002787606557831168,0.9570692777633667,0.188024640083313
46,0.9982820153236389,0.002670248970389366,0.9542072415351868,0.19386883080005646
47,0.9991410374641418,0.0024499669671058655,0.952489972114563,0.18964910507202148
48,0.9981388449668884,0.003471025498583913,0.9530624151229858,0.20788174867630005
49,0.9992842078208923,0.0017776057356968522,0.9559244513511658,0.2085588276386261
