epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.6443047523498535,1.0711393356323242,0.6047008633613586,1.4788330793380737
1,0.8381221294403076,0.4963203966617584,0.6378205418586731,1.7398498058319092
2,0.8792970776557922,0.3650315999984741,0.6452991366386414,1.3082116842269897
3,0.9186762571334839,0.2486857771873474,0.561965823173523,1.7747355699539185
4,0.9281682968139648,0.21821390092372894,0.6260683536529541,1.669548749923706
5,0.9488199353218079,0.15851373970508575,0.6356837749481201,1.3219633102416992
6,0.9552334547042847,0.13399182260036469,0.7403846383094788,1.1300086975097656
7,0.9680605530738831,0.09652182459831238,0.7232906222343445,1.146875262260437
8,0.9602360129356384,0.11374403536319733,0.6997863054275513,1.4063712358474731
9,0.968445360660553,0.09318683296442032,0.69017094373703,1.4788135290145874
10,0.9721652269363403,0.07997330278158188,0.6356837749481201,1.7701865434646606
11,0.9712673425674438,0.08418264985084534,0.7606837749481201,0.9907644987106323
12,0.9844792485237122,0.04466066136956215,0.69017094373703,1.739255428314209
13,0.9771677851676941,0.06109171360731125,0.6666666865348816,2.125195026397705
14,0.9748588800430298,0.07298184931278229,0.6933760643005371,1.5602325201034546
15,0.9819138050079346,0.05371413007378578,0.6410256624221802,1.9382574558258057
16,0.9726783037185669,0.08174755424261093,0.7168803215026855,1.6722568273544312
17,0.9839661121368408,0.04591822996735573,0.6912392973899841,1.3919495344161987
18,0.9887121319770813,0.03441110625863075,0.7254273295402527,1.4391099214553833
19,0.9751154184341431,0.07876422256231308,0.6720085740089417,2.036933422088623
20,0.9920471906661987,0.021851185709238052,0.745726466178894,1.3761276006698608
21,0.9971780180931091,0.009501512162387371,0.75,1.388893485069275
22,0.997562825679779,0.007085741031914949,0.75,1.4255778789520264
23,0.9978194236755371,0.006263131741434336,0.75,1.411644697189331
24,0.9976910948753357,0.005879403557628393,0.754273533821106,1.3946555852890015
25,0.997562825679779,0.0052914125844836235,0.7532051205635071,1.4210208654403687
26,0.9983325004577637,0.004630500450730324,0.7510683536529541,1.4230897426605225
