epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.6545477509498596,1.0361377000808716,0.5035799741744995,2.44104266166687
1,0.8351913094520569,0.5048222541809082,0.5966587066650391,1.2662708759307861
2,0.88966304063797,0.33426520228385925,0.6324582099914551,1.1775565147399902
3,0.9127185344696045,0.25295984745025635,0.584725558757782,1.4812655448913574
4,0.9332404136657715,0.19981347024440765,0.6837708950042725,1.147861361503601
5,0.946921706199646,0.1629723608493805,0.6348448395729065,1.453240990638733
6,0.9578160643577576,0.1228242889046669,0.7064439058303833,1.2331010103225708
7,0.965670108795166,0.10388601571321487,0.7398567795753479,1.087220311164856
8,0.9701038599014282,0.09043379127979279,0.6778042912483215,1.441933035850525
9,0.9683303833007812,0.09182600677013397,0.7076372504234314,1.3209308385849
10,0.9787180423736572,0.06293893605470657,0.6109785437583923,1.6879220008850098
11,0.9649100303649902,0.10316633433103561,0.6169450879096985,1.923095464706421
12,0.9811248779296875,0.05105305090546608,0.6646777987480164,1.7387045621871948
13,0.9796047806739807,0.06529339402914047,0.6575179100036621,1.5481261014938354
14,0.9747909903526306,0.07611315697431564,0.5894988179206848,2.117753505706787
15,0.9849252700805664,0.04966934397816658,0.6968973875045776,1.3855842351913452
16,0.9953128695487976,0.014913358725607395,0.715990424156189,1.2936091423034668
17,0.9988598823547363,0.00523507921025157,0.7267302870750427,1.3146233558654785
18,0.9989866018295288,0.004298125859349966,0.7291169166564941,1.3192079067230225
19,0.9991132616996765,0.003418064210563898,0.7386634945869446,1.3206433057785034
20,0.9994933009147644,0.00318755186162889,0.7303102612495422,1.3382785320281982
21,0.9991132616996765,0.0032518787775188684,0.7291169166564941,1.3583756685256958
22,0.9992399215698242,0.003040676936507225,0.7195703983306885,1.3854056596755981
