epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.638839602470398,1.0991629362106323,0.5274463295936584,1.6170848608016968
1,0.8245502710342407,0.5264372229576111,0.6169450879096985,1.3981159925460815
2,0.8814289569854736,0.3486902713775635,0.5405728220939636,1.9210493564605713
3,0.9190524220466614,0.2460917830467224,0.7100238800048828,1.2155693769454956
4,0.9381809234619141,0.18790653347969055,0.6551312804222107,1.4356471300125122
5,0.9385609030723572,0.17819903790950775,0.6408114433288574,1.331404447555542
6,0.9495819807052612,0.1515088826417923,0.6778042912483215,1.0570694208145142
7,0.9618697762489319,0.10978234559297562,0.6909307837486267,1.3222582340240479
8,0.9682037234306335,0.08987702429294586,0.698090672492981,2.1266674995422363
9,0.9697238206863403,0.0953681617975235,0.6360381841659546,1.9775962829589844
10,0.9751710295677185,0.07554507255554199,0.7016706466674805,1.5394059419631958
11,0.9702305793762207,0.09159819036722183,0.6551312804222107,1.7908340692520142
12,0.9915125370025635,0.027299359440803528,0.7422434091567993,1.2664446830749512
13,0.9973397254943848,0.013811198063194752,0.7338902354240417,1.320318579673767
14,0.9979731440544128,0.009679037146270275,0.741050124168396,1.3589729070663452
15,0.9983531832695007,0.008449024520814419,0.7398567795753479,1.4401309490203857
16,0.9986065626144409,0.0070737204514443874,0.7446300983428955,1.4285080432891846
17,0.9984798431396484,0.006704420782625675,0.7422434091567993,1.428551435470581
18,0.9989866018295288,0.0054730502888560295,0.7494033575057983,1.4198870658874512
19,0.9991132616996765,0.004943476989865303,0.7541766166687012,1.476897120475769
20,0.9989866018295288,0.004363782238215208,0.7386634945869446,1.5594253540039062
21,0.9988598823547363,0.003797051729634404,0.7661097645759583,1.5548280477523804
22,0.9988598823547363,0.003736993996426463,0.7673031091690063,1.5763826370239258
23,0.9988598823547363,0.0046532307751476765,0.7529832720756531,1.5462030172348022
24,0.9988598823547363,0.0036893507931381464,0.7541766166687012,1.5806046724319458
25,0.9992399215698242,0.0030328724533319473,0.758949875831604,1.6095789670944214
26,0.9987332224845886,0.003926195669919252,0.7541766166687012,1.6396793127059937
27,0.9988598823547363,0.0033608824014663696,0.7601432204246521,1.5248669385910034
28,0.9991132616996765,0.0026697239372879267,0.7517899870872498,1.6857069730758667
29,0.9988598823547363,0.002784146461635828,0.7649164795875549,1.6351901292800903
30,0.9993665814399719,0.002430194756016135,0.7565632462501526,1.5855165719985962
31,0.9996199607849121,0.0015803991118445992,0.7565632462501526,1.6222580671310425
32,0.9996199607849121,0.0015499526634812355,0.7553699016571045,1.637892246246338
33,0.9997466206550598,0.0011945640435442328,0.7541766166687012,1.647585153579712
34,0.9994933009147644,0.0013929047854617238,0.7577565908432007,1.6551036834716797
35,0.9997466206550598,0.001094783190637827,0.7494033575057983,1.684061050415039
36,0.9994933009147644,0.0014168964698910713,0.7541766166687012,1.6857563257217407
37,0.9998733401298523,0.001130197779275477,0.7505966424942017,1.7195827960968018
