epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.6693992614746094,1.003144383430481,0.3913513422012329,3.3547821044921875
1,0.8406558036804199,0.47971126437187195,0.454054057598114,2.388730049133301
2,0.8874087333679199,0.34893500804901123,0.5048648715019226,2.3515610694885254
3,0.9184065461158752,0.24138590693473816,0.5956756472587585,2.4224750995635986
4,0.9373639225959778,0.18584385514259338,0.5189189314842224,2.488403797149658
5,0.9518380761146545,0.14266538619995117,0.49405404925346375,3.197749137878418
6,0.946714460849762,0.15746012330055237,0.4843243360519409,3.210981845855713
7,0.9720763564109802,0.0852310061454773,0.5675675868988037,2.442948341369629
8,0.9700269103050232,0.08690570294857025,0.5783783793449402,2.6926116943359375
9,0.9690021872520447,0.0938747450709343,0.5037837624549866,3.1155786514282227
10,0.9773280620574951,0.06645368784666061,0.5589188933372498,3.031419277191162
11,0.9700269103050232,0.09164503961801529,0.5740540623664856,2.2001280784606934
12,0.9921864867210388,0.02630261704325676,0.5978378653526306,2.1657698154449463
13,0.9962853789329529,0.012790095061063766,0.6086486577987671,2.178075075149536
14,0.9971820116043091,0.009222475811839104,0.6259459257125854,2.2151103019714355
15,0.9970539212226868,0.007905974984169006,0.616216242313385,2.228506088256836
16,0.9976943731307983,0.006751244887709618,0.6205405592918396,2.2854018211364746
17,0.9980786442756653,0.005833726841956377,0.6172972917556763,2.311575412750244
18,0.9983348250389099,0.005277419462800026,0.6270270347595215,2.337251663208008
19,0.9982067346572876,0.005084754433482885,0.6237837672233582,2.3718600273132324
20,0.997566282749176,0.005392775405198336,0.6227027177810669,2.4463677406311035
21,0.997566282749176,0.0056052240543067455,0.6237837672233582,2.4296226501464844
22,0.9976943731307983,0.0057234386913478374,0.6356756687164307,2.402205228805542
23,0.9980786442756653,0.0043392786756157875,0.6237837672233582,2.4928171634674072
24,0.9980786442756653,0.004458134528249502,0.615135133266449,2.551363468170166
25,0.9982067346572876,0.004038719926029444,0.6259459257125854,2.5358402729034424
26,0.9978224635124207,0.0042697773315012455,0.6248648762702942,2.6284000873565674
27,0.9983348250389099,0.004148400854319334,0.59243243932724,2.657453775405884
28,0.9984629154205322,0.003739068517461419,0.6140540838241577,2.664283037185669
29,0.9982067346572876,0.004174286499619484,0.637837827205658,2.6655421257019043
30,0.9988471865653992,0.0033232762943953276,0.6108108162879944,2.868358850479126
31,0.9980786442756653,0.0036858930252492428,0.6270270347595215,2.809081554412842
32,0.9985910058021545,0.0034333716612309217,0.6270270347595215,2.6326849460601807
33,0.9989752769470215,0.0027640056796371937,0.6216216087341309,2.617723226547241
34,0.997950553894043,0.0036080225836485624,0.5837838053703308,2.825967788696289
35,0.9992314577102661,0.0019003234338015318,0.6140540838241577,2.785621404647827
36,0.9983348250389099,0.0046177878975868225,0.6108108162879944,2.8283908367156982
37,0.9983348250389099,0.004141777288168669,0.6118918657302856,2.872671127319336
38,0.9989752769470215,0.002288670977577567,0.6129729747772217,2.9044747352600098
39,0.9991033673286438,0.0014760054182261229,0.6129729747772217,2.9235639572143555
40,0.9993595480918884,0.0015255470061674714,0.6118918657302856,2.925798177719116
41,0.9996157288551331,0.0014213932445272803,0.6129729747772217,2.905763626098633
42,0.9992314577102661,0.001392415608279407,0.6140540838241577,2.9039523601531982
43,0.9993595480918884,0.0012235427275300026,0.6140540838241577,2.907421588897705
44,0.9994876384735107,0.0012346203438937664,0.615135133266449,2.9005649089813232
