epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.6332228183746338,1.1248589754104614,0.5315315127372742,1.9828463792800903
1,0.8208822011947632,0.5465660691261292,0.5394144058227539,1.7927093505859375
2,0.8768485188484192,0.3748473525047302,0.5900900959968567,1.6729882955551147
3,0.9097399115562439,0.27251747250556946,0.5664414167404175,1.9961886405944824
4,0.9205762147903442,0.23345236480236053,0.6126126050949097,1.876745581626892
5,0.9422488808631897,0.17842338979244232,0.6655405163764954,1.6157890558242798
6,0.9495155811309814,0.14630839228630066,0.6599099040031433,1.540222406387329
7,0.955889880657196,0.1272106021642685,0.6081081032752991,1.8313878774642944
8,0.9561448097229004,0.13475853204727173,0.6340090036392212,2.2639832496643066
9,0.9767975807189941,0.07308308035135269,0.6722972989082336,2.1303861141204834
10,0.9602243900299072,0.12032525986433029,0.625,1.564098834991455
11,0.9682559967041016,0.09423203021287918,0.6993243098258972,1.4007155895233154
12,0.9787098169326782,0.06798459589481354,0.6441441178321838,2.1661970615386963
13,0.9678735136985779,0.09746190905570984,0.6283783912658691,1.7383909225463867
14,0.9889087080955505,0.03752131015062332,0.6261261105537415,2.2120730876922607
15,0.9788373112678528,0.06790672242641449,0.6351351141929626,2.159583568572998
16,0.9778174161911011,0.06159485504031181,0.6542792916297913,1.992079496383667
17,0.991585910320282,0.02442065253853798,0.6058558821678162,2.98768949508667
18,0.9882712960243225,0.037551213055849075,0.6418918967247009,2.012016773223877
19,0.9806221127510071,0.06362036615610123,0.6385135054588318,3.700087547302246
20,0.9927332997322083,0.02638777531683445,0.6396396160125732,2.639507293701172
21,0.9980877041816711,0.008322606794536114,0.6486486196517944,2.5766279697418213
22,0.9983426928520203,0.006679898127913475,0.6542792916297913,2.6565096378326416
23,0.9987251162528992,0.0060803527012467384,0.6587837934494019,2.562167167663574
24,0.9984701871871948,0.005737006198614836,0.6734234094619751,2.5564446449279785
25,0.9988526105880737,0.004492191597819328,0.6734234094619751,2.5531437397003174
26,0.9989801049232483,0.004066681023687124,0.6599099040031433,2.6361618041992188
