epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.67091965675354,1.0063481330871582,0.4779411852359772,2.5064377784729004
1,0.8269327878952026,0.516182005405426,0.6838235259056091,1.3382257223129272
2,0.8868114948272705,0.3331833481788635,0.6911764740943909,1.2695575952529907
3,0.9151086211204529,0.24164395034313202,0.7156862616539001,1.1600093841552734
4,0.9332996606826782,0.19810862839221954,0.6115196347236633,1.9533480405807495
5,0.9495957493782043,0.148006871342659,0.7022058963775635,1.6415992975234985
6,0.9530065655708313,0.13767029345035553,0.719362735748291,1.412961483001709
7,0.9655128717422485,0.10063275694847107,0.6629902124404907,1.9585888385772705
8,0.9633653163909912,0.11506275087594986,0.718137264251709,1.3531559705734253
9,0.9733451008796692,0.07753420621156693,0.7009803652763367,1.9466933012008667
10,0.9685447216033936,0.09350718557834625,0.7046568393707275,1.6176773309707642
11,0.9805457592010498,0.05838662385940552,0.7573529481887817,1.456699252128601
12,0.9843355417251587,0.05069321393966675,0.6911764740943909,1.9694758653640747
13,0.977008581161499,0.0702272430062294,0.7083333134651184,1.60219144821167
14,0.9791561365127563,0.0641661286354065,0.6801470518112183,2.0997512340545654
15,0.9848408102989197,0.048078689724206924,0.7120097875595093,1.7522112131118774
16,0.9840828776359558,0.05186038836836815,0.7267156839370728,1.8151310682296753
17,0.9814299941062927,0.06168996915221214,0.7022058963775635,2.157193899154663
18,0.9867357015609741,0.03578626736998558,0.7303921580314636,1.5354868173599243
19,0.9821879863739014,0.05646006762981415,0.6973039507865906,2.021113634109497
20,0.9951996207237244,0.013134456239640713,0.7267156839370728,1.908868670463562
21,0.9986104369163513,0.005675498396158218,0.7279411554336548,1.895885944366455
22,0.9983577728271484,0.005107306409627199,0.7291666865348816,1.900130033493042
23,0.9984840750694275,0.00368491280823946,0.7291666865348816,1.8899431228637695
24,0.9988630414009094,0.00374092860147357,0.7279411554336548,1.8572858572006226
25,0.9983577728271484,0.00347044225782156,0.7303921580314636,1.8742347955703735
26,0.9987367391586304,0.0033047529868781567,0.7291666865348816,1.9274274110794067
