epoch,categorical_accuracy,loss,val_categorical_accuracy,val_loss
0,0.6477923393249512,1.0582643747329712,0.5051546096801758,2.199907064437866
1,0.830258309841156,0.5115290284156799,0.5532646179199219,1.725780963897705
2,0.887008547782898,0.3431425988674164,0.648339033126831,1.5557568073272705
3,0.9175467491149902,0.25486111640930176,0.6093928813934326,2.2938387393951416
4,0.931034505367279,0.20629361271858215,0.5853379368782043,2.284716844558716
5,0.9522839784622192,0.14090929925441742,0.6254295706748962,2.413553237915039
6,0.9413411617279053,0.17248383164405823,0.5910652875900269,2.099607229232788
7,0.9614454507827759,0.11078331619501114,0.5979381203651428,2.1331424713134766
8,0.9689527750015259,0.09576312452554703,0.5532646179199219,2.795788526535034
9,0.9620816707611084,0.1072368398308754,0.5864834189414978,2.7722277641296387
10,0.9764600992202759,0.06766678392887115,0.5773195624351501,2.363609552383423
11,0.9922382235527039,0.022936826571822166,0.6323024034500122,2.160233736038208
12,0.9970734119415283,0.010593190789222717,0.6380297541618347,2.1575591564178467
13,0.9968189597129822,0.00959318969398737,0.650629997253418,2.1645166873931885
14,0.9973279237747192,0.007511114701628685,0.6460481286048889,2.1821558475494385
15,0.9973279237747192,0.007444028742611408,0.6449026465415955,2.2747559547424316
16,0.9978368878364563,0.00568049494177103,0.6380297541618347,2.2362828254699707
17,0.9983458518981934,0.005356169771403074,0.643757164478302,2.1622915267944336
18,0.9973279237747192,0.005586738232523203,0.6460481286048889,2.276182174682617
19,0.9977096319198608,0.005299651995301247,0.6426116824150085,2.3817667961120605
20,0.9988548159599304,0.0044005028903484344,0.648339033126831,2.343118190765381
21,0.9978368878364563,0.005312488414347172,0.6517754793167114,2.308321952819824
22,0.9982185959815979,0.004235248081386089,0.650629997253418,2.2881948947906494
23,0.9982185959815979,0.0036549419164657593,0.6701030731201172,2.301189661026001
24,0.9988548159599304,0.003143927315250039,0.6517754793167114,2.433682918548584
25,0.9983458518981934,0.0033136603888124228,0.6494845151901245,2.445727825164795
26,0.9986003041267395,0.0041393619030714035,0.6345933675765991,2.509702444076538
27,0.9982185959815979,0.004868139512836933,0.6540664434432983,2.4654417037963867
28,0.9986003041267395,0.003699461231008172,0.6460481286048889,2.5661556720733643
29,0.9986003041267395,0.0031478649470955133,0.6403207182884216,2.532203435897827
30,0.9963099360466003,0.008229108527302742,0.6036655306816101,3.335132360458374
31,0.9977096319198608,0.00670563755556941,0.6323024034500122,2.9521567821502686
32,0.998727560043335,0.0028953528963029385,0.6345933675765991,3.0191643238067627
33,0.9989820718765259,0.0030531506054103374,0.6311569213867188,3.002108335494995
34,0.9988548159599304,0.0026506022550165653,0.6323024034500122,2.9823520183563232
35,0.9989820718765259,0.002518681576475501,0.6380297541618347,2.9840569496154785
36,0.999236524105072,0.002285668859258294,0.636884331703186,2.9580142498016357
37,0.999236524105072,0.0022115830797702074,0.6345933675765991,2.95717453956604
38,0.9984731078147888,0.0031194088514894247,0.636884331703186,2.994753837585449
